"year","response","response_label","treatment","ES_mean","ES_2.5","ES_97.5","p_value","p_adj","stars","p_adjust_method"
2022,"biomass","Biomass June+October","4",-222.159246666667,-559.842916666667,91.0287083333334,0.186,0.496,"","BH"
2022,"biomass","Biomass June+October","6",-39.5898295454545,-398.372867424242,337.555325757576,0.842,0.989866666666667,"","BH"
2022,"biomass","Biomass June+October","8",-305.18844030303,-532.950609848485,-50.9940075757576,0.014,0.112,"","BH"
2022,"biomass","Biomass June+October","10",-522.75768530303,-732.392208333333,-302.534121212121,0,0,"***","BH"
2023,"biomass_jun","Biomass June","W",-388.1904875,-515.272410714286,-252.793080357143,0,0,"***","BH"
2023,"biomass_jun","Biomass June","N",-88.7698214285714,-303.074375,121.679107142857,0.436,0.581333333333333,"","BH"
2023,"biomass_jun","Biomass June","D",-227.277367857143,-378.5971875,-77.6708482142858,0,0,"***","BH"
2023,"biomass_jun","Biomass June","HM",-37.2382446428571,-228.742410714286,158.968303571429,0.696,0.776533333333333,"","BH"
2023,"biomass_jun","Biomass June","MP",-137.356875,-309.045803571429,54.6685714285714,0.136,0.2176,"","BH"
2023,"biomass_jun","Biomass June","S",-298.92585,-519.130178571429,-73.8905803571428,0.01,0.0266666666666667,"*","BH"
2023,"biomass_jun","Biomass June","A",29.5335660714286,-179.202410714286,247.167767857143,0.816,0.816,"","BH"
2023,"biomass_jun","Biomass June","I",-107.137746428571,-309.148125,78.7124553571428,0.292,0.424727272727273,"","BH"
2023,"biomass_jun","Biomass June","AF",-38.9967267857143,-259.665223214286,186.7725,0.728,0.776533333333333,"","BH"
2023,"biomass_jun","Biomass June","SF",-71.2319017857143,-289.624598214286,170.0078125,0.522,0.642461538461539,"","BH"
2023,"biomass_jun","Biomass June","1",-139.773950178571,-262.25540625,-10.1168571428572,0.04,0.08,"","BH"
2023,"biomass_jun","Biomass June","2",-156.866155952381,-325.32255952381,0.230624999999999,0.052,0.0924444444444444,"","BH"
2023,"biomass_jun","Biomass June","4",-217.920713095238,-384.327648809524,-55.808244047619,0.022,0.0502857142857143,"","BH"
2023,"biomass_jun","Biomass June","6",-310.44149047619,-465.653660714286,-140.189077380952,0,0,"***","BH"
2023,"biomass_jun","Biomass June","8",-229.087170238095,-355.513482142857,-92.9281845238095,0,0,"***","BH"
2023,"biomass_jun","Biomass June","10",-295.970696428571,-429.617142857143,-157.415386904762,0,0,"***","BH"
2023,"biomass","Biomass June+October","W",-609.326226785714,-779.168660714286,-428.967232142857,0,0,"***","BH"
2023,"biomass","Biomass June+October","N",-41.2703714285714,-313.281294642857,233.023794642857,0.802,0.916571428571429,"","BH"
2023,"biomass","Biomass June+October","D",-326.692233928571,-513.919419642857,-145.133660714286,0,0,"***","BH"
2023,"biomass","Biomass June+October","HM",-13.0389589285714,-258.298392857143,238.193392857143,0.91,0.93,"","BH"
2023,"biomass","Biomass June+October","MP",-113.250871428571,-355.038526785714,135.281026785714,0.366,0.509333333333333,"","BH"
2023,"biomass","Biomass June+October","S",-392.3515125,-684.591875,-108.8853125,0.004,0.0106666666666667,"*","BH"
2023,"biomass","Biomass June+October","A",124.45275,-111.233705357143,363.119285714286,0.31,0.496,"","BH"
2023,"biomass","Biomass June+October","I",-128.076666071429,-440.944732142857,178.202410714286,0.382,0.509333333333333,"","BH"
2023,"biomass","Biomass June+October","AF",-12.8759571428571,-278.413660714286,270.046383928571,0.93,0.93,"","BH"
2023,"biomass","Biomass June+October","SF",-90.2723392857143,-351.301785714286,218.019241071428,0.512,0.630153846153846,"","BH"
2023,"biomass","Biomass June+October","1",-158.641424107143,-343.096522321429,20.0042633928572,0.074,0.131555555555556,"","BH"
2023,"biomass","Biomass June+October","2",-228.225082142857,-422.843005952381,-18.1033333333334,0.026,0.052,"","BH"
2023,"biomass","Biomass June+October","4",-301.570102380952,-531.055982142857,-78.1280952380952,0.01,0.0228571428571429,"*","BH"
2023,"biomass","Biomass June+October","6",-426.241603571429,-689.867857142857,-137.473005952381,0,0,"***","BH"
2023,"biomass","Biomass June+October","8",-314.881939285714,-492.683214285714,-140.413601190476,0,0,"***","BH"
2023,"biomass","Biomass June+October","10",-472.148846428571,-648.387232142857,-298.10931547619,0,0,"***","BH"
2024,"biomass_jun","Biomass June","W",-272.6057875,-389.821071428571,-150.301696428571,0,0,"***","BH"
2024,"biomass_jun","Biomass June","N",26.272775,-118.985,176.113616071429,0.748,0.8,"","BH"
2024,"biomass_jun","Biomass June","D",-147.6681375,-263.6309375,-39.3302678571428,0.006,0.0192,"*","BH"
2024,"biomass_jun","Biomass June","HM",17.6542964285714,-107.614330357143,135.236607142857,0.75,0.8,"","BH"
2024,"biomass_jun","Biomass June","MP",-1.85097321428573,-168.950223214286,177.028705357143,0.986,0.986,"","BH"
2024,"biomass_jun","Biomass June","S",-105.413346428571,-318.957321428571,94.2419642857141,0.326,0.5216,"","BH"
2024,"biomass_jun","Biomass June","A",92.5320303571429,-103.429419642857,303.110535714286,0.374,0.544,"","BH"
2024,"biomass_jun","Biomass June","I",-26.8164875,-161.300580357143,103.317946428571,0.72,0.8,"","BH"
2024,"biomass_jun","Biomass June","AF",-32.1707160714285,-180.648080357143,119.407098214286,0.694,0.8,"","BH"
2024,"biomass_jun","Biomass June","SF",-65.0369303571429,-192.080401785714,49.2441517857143,0.284,0.5216,"","BH"
2024,"biomass_jun","Biomass June","1",-53.6069433928571,-154.057111607143,49.1258392857143,0.3,0.5216,"","BH"
2024,"biomass_jun","Biomass June","2",-160.760085714286,-294.057351190476,-22.0199702380953,0.022,0.0502857142857143,"","BH"
2024,"biomass_jun","Biomass June","4",-182.039682142857,-328.42994047619,-37.213630952381,0.008,0.0213333333333333,"*","BH"
2024,"biomass_jun","Biomass June","6",-227.318755952381,-383.109434523809,-70.5397916666667,0.002,0.008,"**","BH"
2024,"biomass_jun","Biomass June","8",-201.672897619048,-322.301041666667,-88.3695833333334,0,0,"***","BH"
2024,"biomass_jun","Biomass June","10",-307.511705952381,-427.532767857143,-194.860654761905,0,0,"***","BH"
2024,"biomass","Biomass June+October","W",-552.34325,-799.574107142857,-312.253392857143,0,0,"***","BH"
2024,"biomass","Biomass June+October","N",34.5465285714285,-237.013660714286,338.400625,0.832,0.887466666666667,"","BH"
2024,"biomass","Biomass June+October","D",-295.115289285714,-532.134196428571,-68.3071428571428,0.012,0.0373333333333333,"*","BH"
2024,"biomass","Biomass June+October","HM",28.1034785714286,-231.036339285714,284.266875,0.814,0.887466666666667,"","BH"
2024,"biomass","Biomass June+October","MP",-11.83015,-367.830446428571,368.65,0.932,0.932,"","BH"
2024,"biomass","Biomass June+October","S",-211.9849,-648.445267857143,217.775,0.322,0.5152,"","BH"
2024,"biomass","Biomass June+October","A",175.068628571429,-228.404732142857,605.781607142857,0.41,0.596363636363636,"","BH"
2024,"biomass","Biomass June+October","I",-52.8016357142857,-307.105714285714,195.562053571429,0.696,0.856615384615385,"","BH"
2024,"biomass","Biomass June+October","AF",-68.6823178571428,-357.964732142857,218.296339285714,0.684,0.856615384615385,"","BH"
2024,"biomass","Biomass June+October","SF",-127.787928571429,-360.029285714286,94.0505357142858,0.314,0.5152,"","BH"
2024,"biomass","Biomass June+October","1",-105.802741071429,-300.236241071429,90.0748660714285,0.264,0.5152,"","BH"
2024,"biomass","Biomass June+October","2",-332.679892857143,-600.226428571429,-56.4225,0.02,0.0457142857142857,"*","BH"
2024,"biomass","Biomass June+October","4",-366.790933333333,-660.77619047619,-84.5390476190476,0.014,0.0373333333333333,"*","BH"
2024,"biomass","Biomass June+October","6",-456.569721428571,-744.85625,-135.310595238095,0.008,0.032,"*","BH"
2024,"biomass","Biomass June+October","8",-400.942028571429,-614.062023809524,-175.295178571429,0,0,"***","BH"
2024,"biomass","Biomass June+October","10",-604.391497619048,-820.786011904762,-390.350892857143,0,0,"***","BH"
2025,"biomass_jun","Biomass June","W",-6.23794285714285,-118.743794642857,113.761696428571,0.922,0.983466666666667,"","BH"
2025,"biomass_jun","Biomass June","N",20.0727571428571,-107.499553571429,140.440758928571,0.746,0.918153846153846,"","BH"
2025,"biomass_jun","Biomass June","D",-44.3254964285714,-198.46,96.360357142857,0.552,0.918153846153846,"","BH"
2025,"biomass_jun","Biomass June","HM",-6.5395625,-123.730714285714,113.6134375,0.89,0.983466666666667,"","BH"
2025,"biomass_jun","Biomass June","MP",97.8406946428571,-69.5114732142857,248.213973214286,0.232,0.918153846153846,"","BH"
2025,"biomass_jun","Biomass June","S",64.9559589285714,-76.7990625,212.137455357143,0.41,0.918153846153846,"","BH"
2025,"biomass_jun","Biomass June","A",183.689230357143,37.4509375,326.964017857143,0.012,0.192,"","BH"
2025,"biomass_jun","Biomass June","I",-1.65092142857143,-161.249419642857,150.247366071429,0.998,0.998,"","BH"
2025,"biomass_jun","Biomass June","AF",32.9045607142857,-104.958258928571,168.185982142857,0.634,0.918153846153846,"","BH"
2025,"biomass_jun","Biomass June","SF",18.4848964285714,-70.0435714285714,110.881830357143,0.72,0.918153846153846,"","BH"
2025,"biomass_jun","Biomass June","1",35.4601201785714,-62.2294821428571,128.132026785714,0.442,0.918153846153846,"","BH"
2025,"biomass_jun","Biomass June","2",-38.3021892857143,-159.339613095238,81.7522023809524,0.538,0.918153846153846,"","BH"
2025,"biomass_jun","Biomass June","4",33.4433071428571,-84.0517857142857,144.144107142857,0.568,0.918153846153846,"","BH"
2025,"biomass_jun","Biomass June","6",-41.0690916666667,-155.039523809524,74.510863095238,0.486,0.918153846153846,"","BH"
2025,"biomass_jun","Biomass June","8",-39.8996154761905,-165.617470238095,71.0852083333332,0.502,0.918153846153846,"","BH"
2025,"biomass_jun","Biomass June","10",20.7461928571429,-92.7114880952381,130.686517857143,0.698,0.918153846153846,"","BH"
2025,"biomass","Biomass June+October","W",-109.875178571429,-247.8621875,10.6379017857142,0.092,0.6,"","BH"
2025,"biomass","Biomass June+October","N",118.716494642857,-34.8711160714286,280.479017857143,0.14,0.6,"","BH"
2025,"biomass","Biomass June+October","D",-100.562628571429,-283.816383928571,87.2048214285713,0.306,0.696888888888889,"","BH"
2025,"biomass","Biomass June+October","HM",2.33106785714285,-121.767008928571,122.405580357143,0.932,0.99,"","BH"
2025,"biomass","Biomass June+October","MP",85.860725,-76.6515625000001,275.357098214286,0.366,0.696888888888889,"","BH"
2025,"biomass","Biomass June+October","S",22.1385339285714,-156.395625,217.404151785714,0.866,0.99,"","BH"
2025,"biomass","Biomass June+October","A",190.342214285714,0.374642857142895,374.668035714286,0.05,0.6,"","BH"
2025,"biomass","Biomass June+October","I",-7.8533267857143,-167.340982142857,154.498705357143,0.924,0.99,"","BH"
2025,"biomass","Biomass June+October","AF",0.648098214285724,-141.756517857143,144.637723214286,0.99,0.99,"","BH"
2025,"biomass","Biomass June+October","SF",-22.8230196428571,-132.817321428571,87.6659821428571,0.678,0.99,"","BH"
2025,"biomass","Biomass June+October","1",18.5980425,-94.4394732142858,126.120008928571,0.724,0.99,"","BH"
2025,"biomass","Biomass June+October","2",-77.1937726190476,-219.481755952381,68.0052678571428,0.296,0.696888888888889,"","BH"
2025,"biomass","Biomass June+October","4",62.4966011904762,-77.5293154761905,201.730178571428,0.392,0.696888888888889,"","BH"
2025,"biomass","Biomass June+October","6",-94.1411845238095,-221.197023809524,35.2906845238096,0.15,0.6,"","BH"
2025,"biomass","Biomass June+October","8",-82.4985928571429,-201.824136904762,44.8986011904761,0.2,0.64,"","BH"
2025,"biomass","Biomass June+October","10",12.5684071428572,-126.103958333333,154.952083333333,0.914,0.99,"","BH"
