"year","response","response_label","treatment","Respon_2.5","Respon_mean","Respon_97.5"
2024,"biomass_jun","Biomass June","S",524.68625,721.748125,924.0765625
2024,"biomass_jun","Biomass June","A",737.3346875,922.495825,1106.0246875
2024,"biomass_jun","Biomass June","I",701.2609375,801.804725,904.800625
2024,"biomass_jun","Biomass June","AF",673.9696875,794.5256125,914.0625
2024,"biomass_jun","Biomass June","SF",681.446875,763.5673,842.4771875
2024,"biomass_jun","Biomass June","1",728.54309375,775.15784375,820.3504375
2024,"biomass_jun","Biomass June","2",564.345208333333,666.748266666667,778.462708333333
2024,"biomass_jun","Biomass June","4",537.669583333333,649.500108333333,767.635416666667
2024,"biomass_jun","Biomass June","6",481.924375,596.458741666667,724.394791666667
2024,"biomass_jun","Biomass June","8",547.692291666667,627.403625,699.695208333333
2024,"biomass_jun","Biomass June","10",459.672708333333,524.239558333333,590.683333333333
2024,"biomass","Biomass June+October","CT",1500.63107142857,1656.36728571429,1830.98821428571
2024,"biomass","Biomass June+October","W",957.8,1106.7773,1284.075
2024,"biomass","Biomass June+October","N",1477.698125,1710.225825,1947.4775
2024,"biomass","Biomass June+October","D",1247.06125,1369.86175,1532.55125
2024,"biomass","Biomass June+October","HM",1501.538125,1688.4776,1883.170625
2024,"biomass","Biomass June+October","MP",1343.80625,1643.31875,1959.424375
2024,"biomass","Biomass June+October","S",1090.69875,1451.566375,1829.791875
2024,"biomass","Biomass June+October","A",1471.53125,1833.949175,2226.3
2024,"biomass","Biomass June+October","I",1411.44375,1607.709375,1803.698125
2024,"biomass","Biomass June+October","AF",1344.965625,1592.058825,1849.226875
2024,"biomass","Biomass June+October","SF",1350.059375,1522.257,1670.62375
2024,"biomass","Biomass June+October","1",1458.373875,1552.410275,1647.6755625
2024,"biomass","Biomass June+October","2",1138.41666666667,1329.62823333333,1537.60541666667
2024,"biomass","Biomass June+October","4",1065.9225,1293.70468333333,1534.78583333333
2024,"biomass","Biomass June+October","6",955.810416666667,1196.00896666667,1452.48291666667
2024,"biomass","Biomass June+October","8",1101.31333333333,1258.47613333333,1412.33125
2024,"biomass","Biomass June+October","10",917.279166666667,1047.90151666667,1193.07541666667
2025,"biomass_jun","Biomass June","CT",446.699642857143,527.613064285714,612.425
2025,"biomass_jun","Biomass June","W",434.7459375,522.2722875,606.7840625
2025,"biomass_jun","Biomass June","N",467.72375,549.1516875,640.766875
2025,"biomass_jun","Biomass June","D",374.4053125,485.754725,594.090625
2025,"biomass_jun","Biomass June","HM",437.7515625,521.6824125,617.2571875
2025,"biomass_jun","Biomass June","MP",484.7296875,621.2657875,753.735625
2025,"biomass_jun","Biomass June","S",467.3746875,592.167175,725.5965625
2025,"biomass_jun","Biomass June","A",590.0484375,710.4961125,836.1303125
2025,"biomass_jun","Biomass June","I",397.65,527.400075,665.5534375
2025,"biomass_jun","Biomass June","AF",462.5115625,565.096075,666.245625
2025,"biomass_jun","Biomass June","SF",504.7121875,545.4115875,586.5284375
2025,"biomass_jun","Biomass June","1",530.42178125,564.12285625,603.06775
2025,"biomass_jun","Biomass June","2",409.875,490.529391666667,579.0975
2025,"biomass_jun","Biomass June","4",476.928333333333,562.5556,646.50125
2025,"biomass_jun","Biomass June","6",411.198958333333,486.766725,555.273333333333
2025,"biomass_jun","Biomass June","8",415.380833333333,491.866333333333,561.795
2025,"biomass_jun","Biomass June","10",482.270625,549.674933333333,628.258541666667
2025,"biomass","Biomass June+October","CT",706.823928571428,800.840707142857,900.288035714286
2025,"biomass","Biomass June+October","W",605.884375,695.6374875,782.6496875
2025,"biomass","Biomass June+October","N",788.730625,915.343475,1054.0125
2025,"biomass","Biomass June+October","D",534.5309375,702.2843,855.10625
2025,"biomass","Biomass June+October","HM",716.224375,801.91575,886.50625
2025,"biomass","Biomass June+October","MP",735.2103125,886.7293125,1045.2384375
2025,"biomass","Biomass June+October","S",676.513125,822.7052375,991.6921875
2025,"biomass","Biomass June+October","A",859.8365625,994.7912375,1136.561875
2025,"biomass","Biomass June+October","I",668.2996875,794.1503,930.3178125
2025,"biomass","Biomass June+October","AF",695.4746875,797.607925,894.54375
2025,"biomass","Biomass June+October","SF",720.0228125,778.219425,835.981875
2025,"biomass","Biomass June+October","1",775.25134375,819.08161,865.0505625
2025,"biomass","Biomass June+October","2",611.863541666667,716.335133333333,840.314375
2025,"biomass","Biomass June+October","4",748.006666666667,865.789291666667,971.350416666667
2025,"biomass","Biomass June+October","6",613.593541666667,709.080941666667,794.051458333333
2025,"biomass","Biomass June+October","8",636.552291666667,717.005966666667,792.334583333333
2025,"biomass","Biomass June+October","10",729.388125,814.430925,918.371041666667
