"year","response","Model","CI.low","Mean","CI.high","ES_source","ES_model"
"2023","biomass","Lv",0.000850411575011774,0.0725993933635269,0.25814797590757,"E3","dominative"
"2023","biomass","ES",0.069392383692747,0.260265523819259,0.480025809503293,"E3","dominative"
"2023","biomass","LvES",0.0922683165836952,0.286768792469836,0.522337017120596,"E3","dominative"
"2023","biomass","All",0.16314367458598,0.381304935528941,0.595455105508242,"E3","dominative"
"2023","shannon_all","Lv",0.0964195613790018,0.273464011171842,0.468346539770655,"E2","multiplicative"
"2023","shannon_all","ES",0.234867747676787,0.441037750235907,0.632469314474131,"E2","multiplicative"
"2023","shannon_all","LvES",0.241179426508513,0.447231651689757,0.652023948366448,"E2","multiplicative"
"2023","shannon_all","All",0.478983412810533,0.632934813390576,0.76344086277036,"E2","multiplicative"
"2023","evenness_all","Lv",0.000155127321631901,0.0470901960282254,0.202584534414693,"E3","dominative"
"2023","evenness_all","ES",0.0357147669398589,0.203010344144732,0.451856153920279,"E3","dominative"
"2023","evenness_all","LvES",0.0382984988951894,0.21492675125505,0.476023553709675,"E3","dominative"
"2023","evenness_all","All",0.101723935947441,0.316089298978443,0.580505260480523,"E3","dominative"
"2024","richness_all","Lv",0.155290276361621,0.309923423382877,0.502677330966293,"E2","multiplicative"
"2024","richness_all","ES",0.323092026040877,0.496490007359265,0.676233206395474,"E2","multiplicative"
"2024","richness_all","LvES",0.34935926283146,0.530776995728716,0.705703234812376,"E2","multiplicative"
"2024","richness_all","All",0.470520299296747,0.646890051635009,0.795387007538256,"E2","multiplicative"
"2024","biomass","Lv",0.000230082784871143,0.0711729344662428,0.248693161391952,"E3","dominative"
"2024","biomass","ES",0.213893561551039,0.403523763343612,0.590061120529154,"E3","dominative"
"2024","biomass","LvES",0.209847254601906,0.405094609362969,0.600471671974139,"E3","dominative"
"2024","biomass","All",0.204702654287921,0.429572854793509,0.636012643091129,"E3","dominative"
"2024","shannon_all","Lv",0.0822528402795246,0.235659338261949,0.419731676953252,"E2","multiplicative"
"2024","shannon_all","ES",0.127623651567886,0.285835701097194,0.476922807033567,"E2","multiplicative"
"2024","shannon_all","LvES",0.13178932967116,0.294992955986673,0.495391307622458,"E2","multiplicative"
"2024","shannon_all","All",0.316035767701125,0.504693864758819,0.679330148287305,"E2","multiplicative"
"2024","evenness_all","Lv",8.50063625278925e-05,0.0283740800251847,0.236682792501163,"E3","dominative"
"2024","evenness_all","ES",8.6058570951933e-05,0.0270968946279418,0.251833265236066,"E3","dominative"
"2024","evenness_all","LvES",7.8122844572454e-05,0.0267212893975787,0.226760024678042,"E3","dominative"
"2024","evenness_all","All",0.000448772816582152,0.0823492754666009,0.344344029558784,"E3","dominative"
"2025","richness_all","Lv",0.163565442756692,0.32061826874962,0.483568935540448,"E2","multiplicative"
"2025","richness_all","ES",0.151160887125155,0.372376815093096,0.566640873906617,"E2","multiplicative"
"2025","richness_all","LvES",0.396957919984519,0.556893162250034,0.697480547859477,"E2","multiplicative"
"2025","richness_all","All",0.37842081136844,0.560132742016519,0.718816378033386,"E2","multiplicative"
"2025","biomass","Lv",5.26663091715707e-05,0.024313442634905,0.218966715339667,"E3","dominative"
"2025","biomass","ES",0.000209951717392095,0.0598430110658352,0.311169068479529,"E3","dominative"
"2025","biomass","LvES",0.000610227315874605,0.0979788432524282,0.354017332607064,"E3","dominative"
"2025","biomass","All",0.0290005320685771,0.225197283538604,0.503479525097867,"E3","dominative"
"2025","shannon_all","Lv",0.125054459442581,0.30328692488421,0.490502497288119,"E2","multiplicative"
"2025","shannon_all","ES",0.000716912766534944,0.108987657291291,0.340606278943735,"E2","multiplicative"
"2025","shannon_all","LvES",0.197424853355483,0.391106711996615,0.580355170186193,"E2","multiplicative"
"2025","shannon_all","All",0.333741060432403,0.516113877572946,0.682562560698478,"E2","multiplicative"
"2025","evenness_all","Lv",0.000182706275428406,0.0620791242921375,0.260710646552011,"E3","dominative"
"2025","evenness_all","ES",0.000104452868625753,0.0284617657670173,0.223002063549245,"E3","dominative"
"2025","evenness_all","LvES",0.000460286887599334,0.0927031815290066,0.303956037016496,"E3","dominative"
"2025","evenness_all","All",0.0219419206023515,0.207614986706033,0.439664181162179,"E3","dominative"
