"year","response","response_label","treatment","Respon_2.5","Respon_mean","Respon_97.5"
2022,"biomass","Plant biomass","D",31.370625,50.1412125,69.19
2022,"biomass","Plant biomass","HM",47.13125,78.804725,109.6084375
2022,"biomass","Plant biomass","MP",86.2989285714286,119.519571428571,158.4
2022,"biomass","Plant biomass","S",56.5465625,113.7150125,198.5025
2022,"biomass","Plant biomass","A",112.7646875,144.816675,172.3753125
2022,"biomass","Plant biomass","I",80.546875,112.6681125,142.2975
2022,"biomass","Plant biomass","AF",88.0615625,118.9097625,168.205
2022,"biomass","Plant biomass","SF",114.6984375,155.3290875,202.0771875
2022,"biomass","Plant biomass","1",96.72,112.249248717949,128.355865384615
2022,"biomass","Plant biomass","2",69.4745833333333,93.533675,118.250208333333
2022,"biomass","Plant biomass","4",75.0914583333333,104.628041666667,136.055416666667
2022,"biomass","Plant biomass","6",40.1793181818182,70.1456727272727,100.857954545455
2022,"biomass","Plant biomass","8",38.5287916666667,56.9243433333333,78.3056666666667
2022,"biomass","Plant biomass","10",9.05833333333333,15.0345416666667,21.1885416666667
2022,"shannon_all","Shannon diversity","CT",1.9635229790656,2.03298555920177,2.10794450751768
2022,"shannon_all","Shannon diversity","W",1.854971753431,1.96817863665301,2.07515845386923
2022,"shannon_all","Shannon diversity","N",1.83342324138565,1.93216537579402,2.03738765812365
2022,"shannon_all","Shannon diversity","D",1.77948718219724,1.91838977089788,2.07267294253451
2022,"shannon_all","Shannon diversity","HM",1.81099440246474,1.96346092693858,2.11498705275806
2022,"shannon_all","Shannon diversity","MP",2.07249939576796,2.1267558422077,2.1716000701781
2022,"shannon_all","Shannon diversity","S",2.04562305177659,2.11716214234911,2.17627342675369
2022,"shannon_all","Shannon diversity","A",1.83123628782163,1.94832292747714,2.06346090876333
2022,"shannon_all","Shannon diversity","I",1.75326479368033,1.89059050150773,2.02958152194313
2022,"shannon_all","Shannon diversity","AF",1.77310975365963,1.89520612556365,2.05288589818567
2022,"shannon_all","Shannon diversity","SF",1.88309708328744,1.97695770746003,2.06762548490418
2022,"shannon_all","Shannon diversity","1",1.93308811317787,1.97323071132156,2.01540433880135
2022,"shannon_all","Shannon diversity","2",2.00121777116998,2.05541213373236,2.11313579693837
2022,"shannon_all","Shannon diversity","4",1.89550698841802,1.99567633854019,2.11986832065158
2022,"shannon_all","Shannon diversity","6",1.75576084570306,1.87038523182604,1.97264200256476
2022,"shannon_all","Shannon diversity","8",1.93395835413421,2.0007265222105,2.06167903090208
2022,"shannon_all","Shannon diversity","10",1.72576965674979,1.88178714987559,2.01671830705515
2022,"evenness_all","Plant evenness","CT",0.789340509323607,0.813969864612287,0.838517036795866
2022,"evenness_all","Plant evenness","W",0.772271812963602,0.816167051951864,0.85544022555681
2022,"evenness_all","Plant evenness","N",0.73761637763752,0.783482206860676,0.827486648748004
2022,"evenness_all","Plant evenness","D",0.805162346005731,0.84013488069066,0.876633555225868
2022,"evenness_all","Plant evenness","HM",0.778326939769889,0.812877490801932,0.847544107580569
2022,"evenness_all","Plant evenness","MP",0.812121889182015,0.829993763917296,0.849581031317741
2022,"evenness_all","Plant evenness","S",0.815077433666839,0.838271963615394,0.864072835440527
2022,"evenness_all","Plant evenness","A",0.781059206193798,0.808689154762142,0.832530881461275
2022,"evenness_all","Plant evenness","I",0.74780947163104,0.787916238657095,0.830374428334888
2022,"evenness_all","Plant evenness","AF",0.759596575471683,0.78898201295795,0.82393668248048
2022,"evenness_all","Plant evenness","SF",0.780324776037558,0.814947940231024,0.848922017596242
2022,"evenness_all","Plant evenness","1",0.80119723497357,0.812189926823784,0.823118883795658
2022,"evenness_all","Plant evenness","2",0.808864025183399,0.828203148494038,0.845291081924193
2022,"evenness_all","Plant evenness","4",0.798900312749551,0.825833519593952,0.855560732942035
2022,"evenness_all","Plant evenness","6",0.82121962436465,0.846620087348111,0.872121396872309
2022,"evenness_all","Plant evenness","8",0.88349274837451,0.90642684153822,0.929728497980118
2022,"evenness_all","Plant evenness","10",0.846201348659701,0.898381378364113,0.945848049745456
2023,"richness_all","Plant richness","CT",7.42857142857143,7.93821428571429,8.5
2023,"richness_all","Plant richness","W",6.75,8.0835,9.378125
2023,"richness_all","Plant richness","N",6.375,6.875875,7.378125
2023,"richness_all","Plant richness","D",7,8.4915,10.125
2023,"richness_all","Plant richness","HM",7.125,8.007,8.753125
2023,"richness_all","Plant richness","MP",6.75,7.987875,10.125
2023,"richness_all","Plant richness","S",7.875,9.482,11.25
2023,"richness_all","Plant richness","A",7.125,7.745875,8.5
2023,"richness_all","Plant richness","I",6.125,6.758375,7.375
2023,"richness_all","Plant richness","AF",7.125,7.986375,9
2023,"richness_all","Plant richness","SF",7.375,7.874375,8.375
2023,"richness_all","Plant richness","1",7.55,7.941275,8.3628125
2023,"richness_all","Plant richness","2",6.66666666666667,7.08575,7.5
2023,"richness_all","Plant richness","4",6.25,7.34475,8.5
2023,"richness_all","Plant richness","6",5,6.35883333333333,7.83333333333333
2023,"richness_all","Plant richness","8",4.5,5.16508333333333,5.91666666666667
2023,"richness_all","Plant richness","10",4.25,4.75675,5.25
2023,"biomass","Plant biomass","CT",378.523035714286,442.588578571429,512.957321428571
2023,"biomass","Plant biomass","W",190.43125,222.3606,250.8965625
2023,"biomass","Plant biomass","N",410.696875,496.4614125,582.2975
2023,"biomass","Plant biomass","D",317.23625,347.7445375,377.08625
2023,"biomass","Plant biomass","HM",419.2,469.596675,537.8334375
2023,"biomass","Plant biomass","MP",382.6925,462.84725,540.764375
2023,"biomass","Plant biomass","S",297.9371875,359.69105,418.928125
2023,"biomass","Plant biomass","A",485.9859375,540.912825,597.1809375
2023,"biomass","Plant biomass","I",317.63625,422.3314625,549.45
2023,"biomass","Plant biomass","AF",383.39125,458.5888125,544.4028125
2023,"biomass","Plant biomass","SF",358.7059375,427.9842,504.026875
2023,"biomass","Plant biomass","1",388.82903125,420.35363875,451.11859375
2023,"biomass","Plant biomass","2",320.738958333333,368.074525,414.773958333333
2023,"biomass","Plant biomass","4",302.214583333333,359.007125,432.21625
2023,"biomass","Plant biomass","6",226.42625,318.467741666667,410.504375
2023,"biomass","Plant biomass","8",306.624791666667,346.049425,385.953333333333
2023,"biomass","Plant biomass","10",210.150833333333,263.624683333333,322.091875
2023,"shannon_all","Shannon diversity","CT",1.5643051197828,1.63371416572318,1.69819113865193
2023,"shannon_all","Shannon diversity","W",1.2184572244685,1.43842627259563,1.62802761454484
2023,"shannon_all","Shannon diversity","N",1.35290742395657,1.46912313324735,1.54301425928733
2023,"shannon_all","Shannon diversity","D",1.52962873367995,1.67511494388085,1.83337864721568
2023,"shannon_all","Shannon diversity","HM",1.59149889136845,1.68458727780556,1.78889402523645
2023,"shannon_all","Shannon diversity","MP",1.39792465635145,1.53986726369478,1.69655484983934
2023,"shannon_all","Shannon diversity","S",1.66508989835135,1.77715889112043,1.89673638692095
2023,"shannon_all","Shannon diversity","A",1.52787548712086,1.59894821105629,1.66615216889454
2023,"shannon_all","Shannon diversity","I",1.19263615273845,1.32818094871461,1.44812854146373
2023,"shannon_all","Shannon diversity","AF",1.51185900570424,1.59356251309912,1.67373628651371
2023,"shannon_all","Shannon diversity","SF",1.61634650747864,1.70110892024369,1.78890838007599
2023,"shannon_all","Shannon diversity","1",1.52937912662783,1.57768311420573,1.62939601393352
2023,"shannon_all","Shannon diversity","2",1.48302163104272,1.57074241445332,1.65187892457739
2023,"shannon_all","Shannon diversity","4",1.37973303963671,1.58575341538129,1.77489872449857
2023,"shannon_all","Shannon diversity","6",1.08467315897233,1.30065037476577,1.51344272098736
2023,"shannon_all","Shannon diversity","8",1.08343402055716,1.22397996913971,1.37193132669389
2023,"shannon_all","Shannon diversity","10",1.00578236383395,1.11459787513638,1.22194690558286
2023,"evenness_all","Plant evenness","CT",0.763712567272312,0.794122450948034,0.821931720044952
2023,"evenness_all","Plant evenness","W",0.620969891674253,0.689351049254131,0.733317292262519
2023,"evenness_all","Plant evenness","N",0.705213123624985,0.765765620588349,0.815781196363308
2023,"evenness_all","Plant evenness","D",0.769902234411265,0.794011373564076,0.817696413385149
2023,"evenness_all","Plant evenness","HM",0.795788243516743,0.815007970328845,0.83370903329295
2023,"evenness_all","Plant evenness","MP",0.720407102455937,0.751097374630466,0.77726011833038
2023,"evenness_all","Plant evenness","S",0.77317654365424,0.805033371843672,0.841433670175242
2023,"evenness_all","Plant evenness","A",0.75469902383545,0.785179966728029,0.81879938128186
2023,"evenness_all","Plant evenness","I",0.659518570592431,0.696771402529006,0.726646902707223
2023,"evenness_all","Plant evenness","AF",0.736252546716723,0.77339985924086,0.807151343960213
2023,"evenness_all","Plant evenness","SF",0.793934986961505,0.826245516831943,0.861132395271876
2023,"evenness_all","Plant evenness","1",0.755290900938434,0.770114614864215,0.784601831457423
2023,"evenness_all","Plant evenness","2",0.762010872837303,0.805832333588162,0.841299630818443
2023,"evenness_all","Plant evenness","4",0.757627610493898,0.806047801606117,0.850644579812306
2023,"evenness_all","Plant evenness","6",0.663139644063672,0.738328376828237,0.797204311822188
2023,"evenness_all","Plant evenness","8",0.699607937505182,0.752375276838858,0.800587687517315
2023,"evenness_all","Plant evenness","10",0.681846225984453,0.721980954378092,0.76117837248601
2024,"richness_all","Plant richness","CT",7.07142857142857,8.08064285714286,8.92857142857143
2024,"richness_all","Plant richness","W",4.625,5.99325,7.375
2024,"richness_all","Plant richness","N",6.125,7.385625,8.375
2024,"richness_all","Plant richness","D",5.375,7.8625,10.253125
2024,"richness_all","Plant richness","HM",7,8.11325,9.125
2024,"richness_all","Plant richness","MP",6.375,8.530125,10.375
2024,"richness_all","Plant richness","S",6.25,8.481,10.875
2024,"richness_all","Plant richness","A",5,6.521125,7.875
2024,"richness_all","Plant richness","I",7.125,7.63075,8.125
2024,"richness_all","Plant richness","AF",7.375,8.244,9
2024,"richness_all","Plant richness","SF",7.25,8.265625,9.375
2024,"richness_all","Plant richness","1",7.225,7.712825,8.225
2024,"richness_all","Plant richness","2",6.16666666666667,7.3695,8.66666666666667
2024,"richness_all","Plant richness","4",4.41666666666667,5.89716666666667,7.41875
2024,"richness_all","Plant richness","6",4.33333333333333,5.41983333333333,6.66666666666667
2024,"richness_all","Plant richness","8",3.33333333333333,3.99041666666667,4.83333333333333
2024,"richness_all","Plant richness","10",2.91666666666667,3.40966666666667,3.91666666666667
2024,"biomass","Plant biomass","CT",747.234642857143,830.069807142857,923.949821428571
2024,"biomass","Plant biomass","W",482.29,554.7936,644.441875
2024,"biomass","Plant biomass","N",745.846875,852.056975,977.778125
2024,"biomass","Plant biomass","D",624.2440625,681.84485,757.708125
2024,"biomass","Plant biomass","HM",759.2665625,846.0878625,939.943125
2024,"biomass","Plant biomass","MP",665.8503125,815.7966,979.25125
2024,"biomass","Plant biomass","S",531.574375,718.4504625,914.8578125
2024,"biomass","Plant biomass","A",739.34875,915.2417875,1091.9875
2024,"biomass","Plant biomass","I",698.5965625,801.3781875,898.94
2024,"biomass","Plant biomass","AF",675.92625,795.9123625,911.7215625
2024,"biomass","Plant biomass","SF",682.3809375,762.3629625,842.283125
2024,"biomass","Plant biomass","1",724.76240625,774.9575975,819.6749375
2024,"biomass","Plant biomass","2",574.537708333333,666.807908333333,786.100208333333
2024,"biomass","Plant biomass","4",536.905416666667,651.714416666667,758.512291666667
2024,"biomass","Plant biomass","6",481.611041666667,599.548208333333,734.259166666667
2024,"biomass","Plant biomass","8",552.0825,628.99345,703.468333333333
2024,"biomass","Plant biomass","10",461.837083333333,524.377283333333,594.874583333333
2024,"shannon_all","Shannon diversity","CT",1.26110391889374,1.46628612351345,1.63869673536336
2024,"shannon_all","Shannon diversity","W",1.05360974612462,1.22699813361777,1.41522913540912
2024,"shannon_all","Shannon diversity","N",1.00452894149866,1.2109259699333,1.39065815744766
2024,"shannon_all","Shannon diversity","D",0.905634242203923,1.24979402734637,1.60490229077253
2024,"shannon_all","Shannon diversity","HM",1.20235835255763,1.38856767611143,1.60707078440121
2024,"shannon_all","Shannon diversity","MP",1.09420246821321,1.40741915931181,1.74754767013541
2024,"shannon_all","Shannon diversity","S",1.06889949619276,1.28233195137844,1.527384597957
2024,"shannon_all","Shannon diversity","A",1.03450654919532,1.27358729600066,1.4900664323873
2024,"shannon_all","Shannon diversity","I",1.20187852506702,1.30669463804936,1.4332445709287
2024,"shannon_all","Shannon diversity","AF",1.18934350192177,1.37084106537905,1.57026514453853
2024,"shannon_all","Shannon diversity","SF",1.27589955284193,1.40918902351365,1.5475063152555
2024,"shannon_all","Shannon diversity","1",1.23779242147567,1.31282182608292,1.38839259073862
2024,"shannon_all","Shannon diversity","2",1.06594301391759,1.25820058269265,1.46055541419933
2024,"shannon_all","Shannon diversity","4",1.00397317579117,1.24962745847295,1.48247322509716
2024,"shannon_all","Shannon diversity","6",0.844021328179933,1.00583180836575,1.17853666799381
2024,"shannon_all","Shannon diversity","8",0.790759852740892,0.892786167977407,0.99678077737835
2024,"shannon_all","Shannon diversity","10",0.662882332513112,0.778458677023209,0.89929624410335
2024,"evenness_all","Plant evenness","CT",0.643909629580876,0.705781460275763,0.763200417966935
2024,"evenness_all","Plant evenness","W",0.67309972968595,0.711889860843159,0.749823921026767
2024,"evenness_all","Plant evenness","N",0.543838652985627,0.609984544624963,0.681630342957509
2024,"evenness_all","Plant evenness","D",0.555651273097124,0.627816310415053,0.707123569432469
2024,"evenness_all","Plant evenness","HM",0.591752546728825,0.667684566065732,0.741931928420713
2024,"evenness_all","Plant evenness","MP",0.567685116068985,0.677990928290361,0.776299018832705
2024,"evenness_all","Plant evenness","S",0.566475069494837,0.616055582210544,0.672891926479502
2024,"evenness_all","Plant evenness","A",0.642598450899075,0.700524608647415,0.753699352904953
2024,"evenness_all","Plant evenness","I",0.587125246139407,0.646576147835647,0.708741960542354
2024,"evenness_all","Plant evenness","AF",0.575840244121773,0.651168207288892,0.719231481172714
2024,"evenness_all","Plant evenness","SF",0.619214354621975,0.67441260474191,0.721289238855792
2024,"evenness_all","Plant evenness","1",0.632286980364833,0.657957272822997,0.681909929798633
2024,"evenness_all","Plant evenness","2",0.572298202495708,0.642216510380386,0.706456387112358
2024,"evenness_all","Plant evenness","4",0.688869572734539,0.752250266596172,0.811503479410782
2024,"evenness_all","Plant evenness","6",0.558652463145536,0.624458957795543,0.682384212119372
2024,"evenness_all","Plant evenness","8",0.618011887176739,0.67869611991932,0.746259492694413
2024,"evenness_all","Plant evenness","10",0.583026007696735,0.654504795038439,0.72188178908558
2025,"richness_all","Plant richness","CT",7.07142857142857,8.47921428571428,9.78571428571429
2025,"richness_all","Plant richness","W",4.875,6.5525,8.875
2025,"richness_all","Plant richness","N",5.75,6.89375,8
2025,"richness_all","Plant richness","D",7.5,9.62825,11.375
2025,"richness_all","Plant richness","HM",7,8.853375,10.5
2025,"richness_all","Plant richness","MP",5.625,8.001375,10.125
2025,"richness_all","Plant richness","S",6.625,8.02825,9.253125
2025,"richness_all","Plant richness","A",7.625,8.5265,9.375
2025,"richness_all","Plant richness","I",6.75,8.484,10.375
2025,"richness_all","Plant richness","AF",7.125,8.73,10.25
2025,"richness_all","Plant richness","SF",7.5,8.79025,10.125
2025,"richness_all","Plant richness","1",7.7,8.2267125,8.7753125
2025,"richness_all","Plant richness","2",6.83333333333333,8.35875,9.91666666666667
2025,"richness_all","Plant richness","4",4.66666666666667,6.21391666666667,7.91666666666667
2025,"richness_all","Plant richness","6",6,7.58266666666667,9.16666666666667
2025,"richness_all","Plant richness","8",3.08333333333333,3.91308333333333,5
2025,"richness_all","Plant richness","10",2.91666666666667,3.76991666666667,4.58333333333333
2025,"biomass","Plant biomass","CT",242.702321428571,271.834278571429,300.971785714286
2025,"biomass","Plant biomass","W",141.033125,171.0004625,207.915
2025,"biomass","Plant biomass","N",307.6478125,371.562425,437.675
2025,"biomass","Plant biomass","D",144.3475,213.1332375,286.7090625
2025,"biomass","Plant biomass","HM",237.9359375,282.4668875,329.1078125
2025,"biomass","Plant biomass","MP",232.1025,268.8937875,309.2903125
2025,"biomass","Plant biomass","S",190.7471875,231.321075,278.2690625
2025,"biomass","Plant biomass","A",246.995625,281.265925,311.00125
2025,"biomass","Plant biomass","I",248.9484375,267.05125,287.7071875
2025,"biomass","Plant biomass","AF",189.4421875,232.9036625,281.2428125
2025,"biomass","Plant biomass","SF",204.3853125,233.6371875,266.388125
2025,"biomass","Plant biomass","1",236.82553125,255.196625,274.242625
2025,"biomass","Plant biomass","2",189.455416666667,227.419466666667,273.55375
2025,"biomass","Plant biomass","4",256.308333333333,301.178558333333,353.024791666667
2025,"biomass","Plant biomass","6",188.213541666667,219.111783333333,248.934791666667
2025,"biomass","Plant biomass","8",201.390833333333,225.053566666667,248.660833333333
2025,"biomass","Plant biomass","10",214.682083333333,262.990691666667,310.301666666667
2025,"shannon_all","Shannon diversity","CT",1.27338370353115,1.44142565503913,1.60199424680535
2025,"shannon_all","Shannon diversity","W",1.20693755745016,1.31041970378741,1.42091799783427
2025,"shannon_all","Shannon diversity","N",1.11545019459089,1.29081808363978,1.46750790775049
2025,"shannon_all","Shannon diversity","D",1.25422447973833,1.55426339494821,1.83648317174154
2025,"shannon_all","Shannon diversity","HM",1.23370040122798,1.496146869935,1.75308106264566
2025,"shannon_all","Shannon diversity","MP",1.14814780710917,1.43940250982949,1.69573564148288
2025,"shannon_all","Shannon diversity","S",1.27856646379408,1.5080267425637,1.70171539629979
2025,"shannon_all","Shannon diversity","A",1.1738896742822,1.2992568055776,1.41990418309178
2025,"shannon_all","Shannon diversity","I",1.18919342162978,1.40287657206453,1.61125829096952
2025,"shannon_all","Shannon diversity","AF",1.23435899588577,1.42885851114967,1.65076998742171
2025,"shannon_all","Shannon diversity","SF",1.22205456305128,1.40130667398643,1.57730748678421
2025,"shannon_all","Shannon diversity","1",1.33967643844471,1.41242383110778,1.4802628504505
2025,"shannon_all","Shannon diversity","2",1.22464191550061,1.41427420865946,1.60643034884324
2025,"shannon_all","Shannon diversity","4",0.911428895613484,1.19860019038995,1.48677396102477
2025,"shannon_all","Shannon diversity","6",0.981309616516636,1.20285345697351,1.41193738838631
2025,"shannon_all","Shannon diversity","8",0.595594105532738,0.773329089510884,0.989006975739799
2025,"shannon_all","Shannon diversity","10",0.452346677743578,0.657729668202649,0.857481667924482
2025,"evenness_all","Plant evenness","CT",0.642300937537066,0.684786544477676,0.728786832133422
2025,"evenness_all","Plant evenness","W",0.684286327450059,0.752439464640712,0.812347910774573
2025,"evenness_all","Plant evenness","N",0.594820201610161,0.692840546045145,0.773218868450409
2025,"evenness_all","Plant evenness","D",0.609593725771816,0.694208885717628,0.774294489899454
2025,"evenness_all","Plant evenness","HM",0.637886056582339,0.6906965313221,0.744764048194587
2025,"evenness_all","Plant evenness","MP",0.688496900039142,0.757169938749533,0.840160923195123
2025,"evenness_all","Plant evenness","S",0.683541200995471,0.73717967632895,0.781203305187052
2025,"evenness_all","Plant evenness","A",0.551503715276486,0.613185333350212,0.675935838426512
2025,"evenness_all","Plant evenness","I",0.592480434964344,0.665240859380984,0.744856985113522
2025,"evenness_all","Plant evenness","AF",0.607247598625609,0.669242426944476,0.73587711492103
2025,"evenness_all","Plant evenness","SF",0.593461192068704,0.647314898959285,0.687839589249799
2025,"evenness_all","Plant evenness","1",0.668906035729832,0.691618009416047,0.7148097664929
2025,"evenness_all","Plant evenness","2",0.614149917329475,0.674562189832375,0.732728001075543
2025,"evenness_all","Plant evenness","4",0.567210909213636,0.672246999830208,0.752854779828654
2025,"evenness_all","Plant evenness","6",0.534582931173068,0.606891474050399,0.674555845570078
2025,"evenness_all","Plant evenness","8",0.50156260797868,0.591512828292181,0.664963808382258
2025,"evenness_all","Plant evenness","10",0.402426109940653,0.528944243978506,0.648859305232471
