"year","response","response_label","SampleNo","Amaranthus_retroflexus","Arenaria_serpyllifolia_agg.","Bellis_perennis","Brassica_napus","Bromus_hordeaceus","Capsella_bursa.pastoris","Cerastium_fontanum","Cerastium_glomeratum","Cerastium_holosteoides","Chenopodium_album","Cichorium_intybus","Cirsium_arvense","Convolvulus_arvensis","Crepis_capillaris","Dactylis_glomerata","Digitaria_sanguinalis","Echinocloa_crus.gali","Elymus_repens","Eragrostis_minor","Erigeron_canadensis","Erodium_spec.","Euphorbia_peplus","Festuca_arundinacea","Festuca_rubra","Galinsoga_parviflora","Geranium_molle","Geranium_pusillum","Hordeum_murinum","Hypericum_perforatum","Hypochaeris_radicata","Lamium_purpurea","Lolium_multiflorum_agg.","Lolium_perenne","Lotus_corniculatus","Matricaria_discoidea","Medicargo_x_varia","Persicaria_laxiflora","Phleum_pratense","Plantago_intermedia","Plantago_lanceolata","Poa_trivialis","Polygonum_aviculare","Portulaca_oleracea","Rumex_chrispus","Rumex_obtursifolia","Rumex_thyrsiflorus","Scorzoneroides_autumnalis","Silene_latifolia","Sonchus_oleraceus","Spergula_arvensis","Stellaria_media","Taraxacum_sec._ruderalia","Trifolium_hybridum","Trifolium_pratense","Trifolium_repens","Vicia_villosa","grass_sum","herb_sum","legume_sum","all_abundance","grass_prop","herb_prop","legume_prop","time","W","N","D","HM","MP","S","A","I","AF","SF","Lv","remark","richness_all","diversity_all","diversity_grass","diversity_herb","diversity_legume","shannon_all","evenness_all","simpson_all","shannon_grass","evenness_grass","simpson_grass","shannon_herb","evenness_herb","simpson_herb","shannon_legume","evenness_legume","simpson_legume","biomass","year.1",".__rowid","E1","E2","E3","E_RF"
"2022","richness_all","Plant richness",34,0,0,0,0,0,0,0,0,0,5,10,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,20,5,50,0.5,0.4,0.1,"1",1,1,1,1,1,1,1,1,1,1,10,"10",8,0.86,0.72,0.625,0,2.02532622077007,0.973976031629121,0.86,1.33217904021012,0.960964047443681,0.72,1.03972077083992,0.946394630357186,0.625,0,NA,0,38.7,"2022",34,-7.09660714285714,-5.22751943386985,-2.06321428571429,-5.22751943386985
"2022","richness_all","Plant richness",35,0,0,0,0,0,0,0,0,0,5,10,0,0,0,5,0,0,0,0,0,0,0,20,0,5,0,0,0,0,0,0,10,10,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,45,30,5,80,0.5625,0.375,0.0625,"1",1,1,1,1,0,1,0,1,1,1,8,"8",10,0.8671875,0.691358024691358,0.777777777777778,0,2.16608493924983,0.940718736449941,0.8671875,1.27302833658963,0.91829583405449,0.691358024691358,1.56071040904141,0.969723899868247,0.777777777777778,0,NA,0,26.7,"2022",35,-6.77035714285714,-5.15140794590227,-2.20517857142857,-5.15140794590227
"2022","richness_all","Plant richness",37,0,0,0,0,0,0,0,0,0,5,30,0,0,0,5,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,40,30,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,10,5,0,86,46,15,147,0.585034013605442,0.312925170068027,0.102040816326531,"1",0,1,0,0,0,1,0,1,0,1,4,"4",13,0.829839418760702,0.651703623580314,0.53875236294896,0.444444444444444,2.05857409066023,0.802578844167725,0.829839418760702,1.27140929275428,0.709587036982169,0.651703623580314,1.08565248048092,0.674553812914091,0.53875236294896,0.636514168294813,0.91829583405449,0.444444444444444,169.5,"2022",37,-1.99678571428571,-1.62710080502995,-1.00357142857143,-1.62710080502995
"2022","richness_all","Plant richness",38,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,0,60,0.583333333333333,0.416666666666667,0,"1",1,0,1,0,1,1,0,1,0,1,6,"6",7,0.805555555555556,0.775510204081633,0.32,NA,1.79175946922806,0.920782221161602,0.805555555555556,1.5498260458782,0.962961064794514,0.775510204081633,0.500402423538188,0.721928094887362,0.32,NA,NA,NA,72.4,"2022",38,-4.78160714285714,-3.41421684035926,-1.93892857142857,-3.41421684035926
"2022","richness_all","Plant richness",47,0,0,0,0,0,0,0,0,0,0,5,0,0,0,50,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,10,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,95,20,0,115,0.826086956521739,0.173913043478261,0,"1",1,1,0,0,0,0,0,1,0,1,4,"4",10,0.75992438563327,0.659279778393352,0.75,NA,1.83300192307959,0.796062620511514,0.75992438563327,1.36773778255908,0.76334899078186,0.659279778393352,1.38629436111989,1,0.75,NA,NA,NA,65.3,"2022",47,-3.06857142857143,-2.68869287934246,-1.33053571428571,-2.68869287934246
"2022","richness_all","Plant richness",49,0,0,0,0,0,0,0,0,0,5,10,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,25,25,5,55,0.454545454545455,0.454545454545455,0.0909090909090909,"1",1,1,1,1,1,1,1,1,1,1,10,"10",10,0.892561983471074,0.8,0.72,0,2.27186851269656,0.986659958673865,0.892561983471074,1.6094379124341,1,0.8,1.33217904021012,0.960964047443681,0.72,0,NA,0,12.2,"2022",49,-7.09660714285714,-5.22751943386985,-2.06321428571429,-5.22751943386985
"2022","richness_all","Plant richness",50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,10,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,10,5,0,0,0,0,5,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,30,5,0,35,85,35,155,0.225806451612903,0.548387096774194,0.225806451612903,"1",0,1,0,1,0,0,0,0,0,0,2,"2",11,0.82414151925078,0.775510204081633,0.581314878892734,0.244897959183674,2.03139145373844,0.847156035871316,0.82414151925078,1.5498260458782,0.962961064794514,0.775510204081633,1.07101788902446,0.772576098599475,0.581314878892734,0.410116318288409,0.591672778582327,0.244897959183674,93.9,"2022",50,-1.19517857142857,-0.773243583985694,-0.8275,-0.773243583985694
"2022","richness_all","Plant richness",51,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,25,5,55,0.454545454545455,0.454545454545455,0.0909090909090909,"1",1,1,1,1,1,0,1,1,0,1,8,"8",7,0.793388429752066,0.72,0.32,0,1.76776147228933,0.908449690314596,0.793388429752066,1.33217904021012,0.960964047443681,0.72,0.500402423538188,0.721928094887362,0.32,0,NA,0,57.6,"2022",51,-6.70339285714286,-4.97163186648765,-2.07857142857143,-4.97163186648765
"2022","richness_all","Plant richness",54,0,0,0,0,0,0,0,0,0,5,50,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,35,75,10,120,0.291666666666667,0.625,0.0833333333333333,"1",0,0,0,0,1,0,1,0,0,0,2,"2",12,0.791666666666667,0.775510204081633,0.524444444444444,0.5,2.04535657979377,0.823112039226211,0.791666666666667,1.5498260458782,0.962961064794514,0.775510204081633,1.08057384836485,0.671398281360604,0.524444444444444,0.693147180559945,1,0.5,67.1,"2022",54,0.0267857142857145,-0.0726811489224145,0.0932142857142858,-0.0726811489224145
"2022","richness_all","Plant richness",57,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,30,10,0,0,0,0,20,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,90,22,6,118,0.76271186440678,0.186440677966102,0.0508474576271186,"1",1,1,0,0,0,0,0,0,0,0,2,"2",11,0.847170353346739,0.765432098765432,0.582644628099174,0.277777777777778,2.04173711875417,0.851470513293701,0.847170353346739,1.52295506753132,0.946265187221801,0.765432098765432,0.997783277909183,0.719748493460757,0.582644628099174,0.450561208866305,0.650022421648354,0.277777777777778,152.9,"2022",57,-1.29017857142857,-1.06703924866253,-0.725178571428571,-1.06703924866253
"2022","richness_all","Plant richness",58,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,1,0,5,0,0,20,32,5,57,0.350877192982456,0.56140350877193,0.087719298245614,"1",1,1,1,0,0,1,0,1,0,1,6,"6",10,0.822406894429055,0.75,0.55859375,0,2.00366578702274,0.870180994882311,0.822406894429055,1.38629436111989,1,0.75,1.09045388419283,0.677537092775224,0.55859375,0,NA,0,33.8,"2022",58,-5.50767857142857,-4.55577497956106,-1.97482142857143,-4.55577497956106
"2022","richness_all","Plant richness",59,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,20,20,0,0,0,0,5,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,75,42,5,122,0.614754098360656,0.344262295081967,0.040983606557377,"1",1,0,0,0,0,1,0,0,0,0,2,"2",10,0.855415210964794,0.764444444444444,0.545351473922903,0,2.02784516432604,0.880681965020991,0.855415210964794,1.50659508813164,0.936100160492104,0.764444444444444,0.884591262517663,0.63809771382397,0.545351473922903,0,NA,0,122.4,"2022",59,-0.458928571428571,-0.405386964612644,-0.453392857142857,-0.405386964612644
"2022","richness_all","Plant richness",61,0,0,0,0,0,0,0,0,0,1,70,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,10,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,30,5,0,45,86,35,166,0.271084337349398,0.518072289156627,0.210843373493976,"1",0,1,0,0,1,0,1,1,0,0,4,"4",12,0.764987661489331,0.71604938271605,0.327203893996755,0.244897959183674,1.8667985610702,0.751255006392076,0.764987661489331,1.42706104338072,0.886682880001534,0.71604938271605,0.715553858695756,0.444598609966605,0.327203893996755,0.410116318288409,0.591672778582327,0.244897959183674,100.9,"2022",61,-1.45821428571429,-1.27273488792947,-0.601071428571429,-1.27273488792947
"2022","richness_all","Plant richness",64,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15,26,1,42,0.357142857142857,0.619047619047619,0.0238095238095238,"1",1,1,1,1,1,1,1,1,1,1,10,"10",7,0.715419501133787,0.666666666666667,0.369822485207101,0,1.54473143447952,0.79383492358547,0.715419501133787,1.09861228866811,1,0.666666666666667,0.644179805973393,0.586357728397847,0.369822485207101,0,NA,0,28.4,"2022",64,-7.09660714285714,-5.22751943386985,-2.06321428571429,-5.22751943386985
"2022","richness_all","Plant richness",65,0,0,0,0,0,0,0,0,0,5,30,0,0,0,5,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,10,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,25,55,5,85,0.294117647058824,0.647058823529412,0.0588235294117647,"1",0,1,1,0,1,1,1,1,1,1,8,"8",10,0.823529411764706,0.72,0.644628099173554,0,2.03773419478515,0.884976716380757,0.823529411764706,1.33217904021012,0.960964047443681,0.72,1.2945451658449,0.8043461359047,0.644628099173554,0,NA,0,102,"2022",65,-5.28767857142857,-4.49479791746532,-2.04767857142857,-4.49479791746532
"2022","richness_all","Plant richness",67,0,0,0,0,0,0,0,0,0,5,10,0,0,0,5,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,5,0,0,26,22,5,53,0.490566037735849,0.415094339622642,0.0943396226415094,"1",1,1,1,1,1,1,1,1,1,1,10,"10",11,0.874332502669989,0.739644970414201,0.68595041322314,0,2.1903892865162,0.913463282305899,0.874332502669989,1.44396501431179,0.897185907673786,0.739644970414201,1.3128501781637,0.81571967953592,0.68595041322314,0,NA,0,10.3,"2022",67,-7.09660714285714,-5.22751943386985,-2.06321428571429,-5.22751943386985
"2022","richness_all","Plant richness",76,0,0,0,0,0,0,0,0,0,5,30,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,25,45,10,80,0.3125,0.5625,0.125,"1",0,0,1,1,1,0,1,0,0,0,4,"4",10,0.8125,0.72,0.518518518518519,0.5,2.01403552370927,0.874684514304061,0.8125,1.33217904021012,0.960964047443681,0.72,1.00271826451752,0.723308333814104,0.518518518518519,0.693147180559945,1,0.5,23,"2022",76,-2.78125,-2.74435106549728,-1.94589285714286,-2.74435106549728
"2022","richness_all","Plant richness",78,0,0,0,0,0,5,0,0,0,5,40,0,0,0,10,0,1,0,0,0,0,0,5,0,5,1,0,0,0,0,0,20,5,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,30,5,0,46,71,35,152,0.302631578947368,0.467105263157895,0.230263157894737,"1",0,0,0,1,0,0,0,1,0,0,2,"2",15,0.857081024930748,0.727788279773157,0.642729617139456,0.244897959183674,2.26115049819663,0.834973626883397,0.857081024930748,1.50077041632536,0.837595917364923,0.727788279773157,1.40676737925005,0.722935424296439,0.642729617139456,0.410116318288409,0.591672778582327,0.244897959183674,155.1,"2022",78,-2.2625,-2.06410771638284,-1.52178571428571,-2.06410771638284
"2022","richness_all","Plant richness",81,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,20,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,70,5,0,50,55,75,180,0.277777777777778,0.305555555555556,0.416666666666667,"1",0,0,0,0,0,1,1,0,0,0,2,"2",12,0.794753086419753,0.74,0.644628099173554,0.124444444444444,1.98903505073885,0.80044658857046,0.794753086419753,1.47080847632211,0.913864688385322,0.74,1.2945451658449,0.8043461359047,0.644628099173554,0.244930026794635,0.353359335021421,0.124444444444444,90.8,"2022",81,-0.481964285714286,-0.735296911649264,-0.489107142857143,-0.735296911649264
"2022","richness_all","Plant richness",82,0,0,0,0,0,0,0,0,0,5,10,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,41,0.48780487804878,0.51219512195122,0,"1",1,1,1,1,1,1,1,1,1,1,10,"10",8,0.850684116597264,0.75,0.657596371882086,NA,1.97432844955886,0.949451287754853,0.850684116597264,1.38629436111989,1,0.75,1.1816543399005,0.852383428109684,0.657596371882086,NA,NA,NA,3.7,"2022",82,-7.09660714285714,-5.22751943386985,-2.06321428571429,-5.22751943386985
"2022","richness_all","Plant richness",84,0,0,0,0,0,0,0,0,0,0,50,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,10,0,0,5,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,30,10,0,35,70,45,150,0.233333333333333,0.466666666666667,0.3,"1",0,0,0,1,0,0,0,0,0,1,2,"2",12,0.824444444444444,0.775510204081633,0.459183673469388,0.493827160493827,2.09047787533588,0.841270184340416,0.824444444444444,1.5498260458782,0.962961064794514,0.775510204081633,0.895332665968091,0.64584599856903,0.459183673469388,0.848685557726417,0.77250688571426,0.493827160493827,121.7,"2022",84,-1.62178571428571,-1.68086746411147,-1.25660714285714,-1.68086746411147
"2022","richness_all","Plant richness",85,0,0,0,0,0,0,0,0,0,5,20,0,0,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,20,31,6,57,0.350877192982456,0.543859649122807,0.105263157894737,"1",1,1,1,1,1,0,0,1,1,1,8,"8",10,0.822406894429055,0.75,0.530697190426639,0.277777777777778,2.00366578702274,0.870180994882311,0.822406894429055,1.38629436111989,1,0.75,0.982083185278023,0.70842327057052,0.530697190426639,0.450561208866305,0.650022421648354,0.277777777777778,22.5,"2022",85,-6.5625,-5.22082566217457,-1.86875,-5.22082566217457
"2022","richness_all","Plant richness",90,0,0,0,0,0,0,0,0,0,1,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,12,1,29,0.551724137931034,0.413793103448276,0.0344827586206897,"1",1,1,1,1,0,0,0,0,1,1,6,"6",9,0.846611177170036,0.703125,0.638888888888889,0,1.97984935375018,0.901068272297604,0.846611177170036,1.26374067933281,0.911596205521549,0.703125,1.14370838942625,0.825011210824177,0.638888888888889,0,NA,0,11,"2022",90,-5.82303571428571,-5.12487897713704,-2.30392857142857,-5.12487897713704
"2022","richness_all","Plant richness",95,0,0,0,0,0,0,0,0,0,0,30,0,0,0,20,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,40,45,5,90,0.444444444444444,0.5,0.0555555555555556,"1",1,1,0,1,0,0,0,0,1,0,4,"4",9,0.808641975308642,0.65625,0.518518518518519,0,1.90803683450907,0.868384986309525,0.808641975308642,1.2130075659799,0.875,0.65625,1.00271826451752,0.723308333814104,0.518518518518519,0,NA,0,104.2,"2022",95,-2.69232142857143,-2.9701471772878,-1.31339285714286,-2.9701471772878
